requirement_id,requirement_priority,domain,use_case_id,test_id,verification
REQ-00447,N1,SBOM,UC-0020,TST-REQ-0447,"Analyse DDL, tests EXPLAIN, benchmark API."
REQ-00448,N1,SBOM,UC-0020,TST-REQ-0448,"Tests RBAC/ABAC, tests audit et tests sécurité."
REQ-00449,N1,SBOM,UC-0020,TST-REQ-0449,"Tests worker, crash recovery, dead-letter queue et reprise."
REQ-00450,N2,SBOM,UC-0020,TST-REQ-0450,Test observabilité et contrôle dashboards.
REQ-00451,N1,SBOM,UC-0020,TST-REQ-0451,Tests API contractuels et tests de charge.
REQ-00452,N1,SBOM,UC-0020,TST-REQ-0452,Tests audit et relecture historique.
REQ-00453,N2,SBOM,UC-0020,TST-REQ-0453,Test event bus et test cohérence inter-domaines.
REQ-00454,N1,SBOM,UC-0020,TST-REQ-0454,Scénarios nominaux API/UI et tests fonctionnels.
REQ-00455,N2,SBOM,UC-0020,TST-REQ-0455,Tests fonctionnels et revue documentaire.
REQ-00456,N1,SBOM,UC-0020,TST-REQ-0456,Tests règles qualité et tests exceptions.
REQ-00457,N2,SBOM,UC-0020,TST-REQ-0457,Revue runbooks et test restauration ciblée.
REQ-00458,N1,SBOM,UC-0020,TST-REQ-0458,Contrôle matrice de traçabilité.
REQ-00459,N1,K8S,UC-0021,TST-REQ-0459,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit."
REQ-00460,N1,K8S,UC-0021,TST-REQ-0460,Revue fonctionnelle et tests négatifs sur les workflows.
REQ-00461,N1,K8S,UC-0021,TST-REQ-0461,"Revue dictionnaire, tests migrations et tests contraintes."
REQ-00462,N1,K8S,UC-0021,TST-REQ-0462,"Analyse DDL, tests EXPLAIN, benchmark API."
REQ-00463,N1,K8S,UC-0021,TST-REQ-0463,"Tests RBAC/ABAC, tests audit et tests sécurité."
REQ-00464,N1,K8S,UC-0021,TST-REQ-0464,"Tests worker, crash recovery, dead-letter queue et reprise."
REQ-00465,N2,K8S,UC-0021,TST-REQ-0465,Test observabilité et contrôle dashboards.
REQ-00466,N1,K8S,UC-0021,TST-REQ-0466,Tests API contractuels et tests de charge.
REQ-00467,N1,K8S,UC-0021,TST-REQ-0467,Tests audit et relecture historique.
REQ-00468,N2,K8S,UC-0021,TST-REQ-0468,Test event bus et test cohérence inter-domaines.
REQ-00469,N1,K8S,UC-0021,TST-REQ-0469,Scénarios nominaux API/UI et tests fonctionnels.
REQ-00470,N2,K8S,UC-0021,TST-REQ-0470,Tests fonctionnels et revue documentaire.
REQ-00471,N1,K8S,UC-0021,TST-REQ-0471,Tests règles qualité et tests exceptions.
REQ-00472,N2,K8S,UC-0021,TST-REQ-0472,Revue runbooks et test restauration ciblée.
REQ-00473,N1,K8S,UC-0021,TST-REQ-0473,Contrôle matrice de traçabilité.
REQ-00474,N1,POLICY,UC-0022,TST-REQ-0474,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit."
REQ-00475,N1,POLICY,UC-0022,TST-REQ-0475,Revue fonctionnelle et tests négatifs sur les workflows.
REQ-00476,N1,POLICY,UC-0022,TST-REQ-0476,"Revue dictionnaire, tests migrations et tests contraintes."
REQ-00477,N1,POLICY,UC-0022,TST-REQ-0477,"Analyse DDL, tests EXPLAIN, benchmark API."
REQ-00478,N1,POLICY,UC-0022,TST-REQ-0478,"Tests RBAC/ABAC, tests audit et tests sécurité."
REQ-00479,N1,POLICY,UC-0022,TST-REQ-0479,"Tests worker, crash recovery, dead-letter queue et reprise."
REQ-00480,N2,POLICY,UC-0022,TST-REQ-0480,Test observabilité et contrôle dashboards.
REQ-00481,N1,POLICY,UC-0022,TST-REQ-0481,Tests API contractuels et tests de charge.
REQ-00482,N1,POLICY,UC-0022,TST-REQ-0482,Tests audit et relecture historique.
REQ-00483,N2,POLICY,UC-0022,TST-REQ-0483,Test event bus et test cohérence inter-domaines.
REQ-00484,N1,POLICY,UC-0022,TST-REQ-0484,Scénarios nominaux API/UI et tests fonctionnels.
REQ-00485,N2,POLICY,UC-0022,TST-REQ-0485,Tests fonctionnels et revue documentaire.
REQ-00486,N1,POLICY,UC-0022,TST-REQ-0486,Tests règles qualité et tests exceptions.
REQ-00487,N2,POLICY,UC-0022,TST-REQ-0487,Revue runbooks et test restauration ciblée.
REQ-00488,N1,POLICY,UC-0022,TST-REQ-0488,Contrôle matrice de traçabilité.
REQ-00489,N1,EDITION,UC-V43-0001,TST-V43-001,Contrôle matrice éditions et tests multi-éditions.
REQ-00490,N1,PACKAGING,UC-V43-0002,TST-V43-002,Test packaging et grep des unit files.
REQ-00491,N1,PACKAGING,UC-V43-0003,TST-V43-003,Test packaging par scope.
REQ-00492,N1,DISCOVERY,UC-V43-0004,TST-V43-004,Test installation agent et vérification connectivité mTLS.
REQ-00493,N1,FRONTEND,UC-V43-0005,TST-V43-005,Tests E2E et analyse configuration frontend.
REQ-00494,N1,FRONTEND,UC-V43-0006,TST-V43-006,Matrice CLI/API/UI et tests E2E.
REQ-00495,N1,ITSM,UC-V43-0007,TST-V43-007,"Revue modules, routes API et menus UI."
REQ-00496,N1,ITSM,UC-V43-0008,TST-V43-008,Tests connecteurs mockés et contrat API.
REQ-00497,N1,ITSM,UC-V43-0008,TST-V43-009,Test feature gate Lite.
REQ-00498,N1,ASSET,UC-V43-0008,TST-V43-010,Test création/certification asset.
REQ-00499,N1,ASSET,UC-V43-0008,TST-V43-011,Tests import/API/connecteur.
REQ-00500,N1,SECURITY,UC-V43-0008,TST-V43-012,Tests sécurité connecteur et inspection logs.
REQ-00501,N1,DATA,UC-V43-0008,TST-V43-013,Tests API directs et UI.
REQ-00502,N1,OPS,UC-V43-0008,TST-V43-014,Test réinstallation et smoke systemd.
REQ-00503,N1,QA,UC-V43-0008,TST-V43-015,Pipeline CI multi-profil.
REQ-00504,N1,API,UC-V43-0008,TST-V43-016,Tests contractuels API.
REQ-00505,N1,GOVERNANCE,UC-V43-0008,TST-V43-017,Tests conflit et réconciliation.
REQ-00506,N1,OBSERVABILITY,UC-V43-0008,TST-V43-018,Test endpoint métriques et dashboard.
REQ-00507,N1,COMPATIBILITY,UC-V43-0008,TST-V43-019,Tests migration cross-edition.
REQ-00508,N1,COMPLIANCE,UC-V43-0008,TST-V43-020,Validation documentaire.
REQ-00509,N1,INSTALLER,UC-V44-0001,TST-V44-001,Validation structure dépôt et packaging.
REQ-00510,N1,INSTALLER,UC-V44-0002,TST-V44-002,Contrôle matrice installateurs et tests packaging.
REQ-00511,N1,INSTALLER,UC-V44-0003,TST-V44-003,Test installation Lite.
REQ-00512,N1,INSTALLER,UC-V44-0004,TST-V44-004,Test installation Pro multi-scope.
REQ-00513,N1,INSTALLER,UC-V44-0005,TST-V44-005,Test installation Entreprise multi-scope.
REQ-00514,N1,SYSTEMD,UC-V44-0006,TST-V44-006,Validation matrice services.
REQ-00515,N1,SYSTEMD,UC-V44-0007,TST-V44-007,Test systemd.
REQ-00516,N1,SYSTEMD,UC-V44-0008,TST-V44-008,Test systemd.
REQ-00517,N1,SYSTEMD,UC-V44-0001,TST-V44-009,Test systemd agent.
REQ-00518,N1,CLUSTER,UC-V44-0002,TST-V44-010,Test bootstrap cluster backend.
REQ-00519,N1,CLUSTER,UC-V44-0003,TST-V44-011,Test bootstrap cluster frontend.
REQ-00520,N1,CLUSTER,UC-V44-0004,TST-V44-012,Test bootstrap cluster agent.
REQ-00521,N1,DEPENDENCIES,UC-V44-0005,TST-V44-013,Test sur distributions supportées.
REQ-00522,N1,DEPENDENCIES,UC-V44-0006,TST-V44-014,Test environnement vierge.
REQ-00523,N1,DEPENDENCIES,UC-V44-0007,TST-V44-015,Test dépendance indisponible.
REQ-00524,N1,SECURITY,UC-V44-0008,TST-V44-016,Scan inventaire et logs.
REQ-00525,N1,SECURITY,UC-V44-0001,TST-V44-017,Test TLS.
REQ-00526,N1,NETWORK,UC-V44-0002,TST-V44-018,Test préflight DNS.
REQ-00527,N1,NETWORK,UC-V44-0003,TST-V44-019,Test failover VIP.
REQ-00528,N1,NETWORK,UC-V44-0004,TST-V44-020,Inspection firewall.
REQ-00529,N1,BACKEND,UC-V44-0005,TST-V44-021,Test migration complète.
REQ-00530,N1,BACKEND,UC-V44-0006,TST-V44-022,Test ordre migrations.
REQ-00531,N1,BACKEND,UC-V44-0007,TST-V44-023,Test double exécution.
REQ-00532,N1,BACKEND,UC-V44-0008,TST-V44-024,Contrôle rapport.
REQ-00533,N1,BACKEND,UC-V44-0001,TST-V44-025,Test installation web.
REQ-00534,N1,BACKEND,UC-V44-0002,TST-V44-026,Test installation agent.
REQ-00535,N1,POSTGRESQL,UC-V44-0003,TST-V44-027,Test cluster PostgreSQL géré.
REQ-00536,N1,POSTGRESQL,UC-V44-0004,TST-V44-028,Test PostgreSQL externe.
REQ-00537,N1,POSTGRESQL,UC-V44-0005,TST-V44-029,Test vérification schéma.
REQ-00538,N1,FRONTEND,UC-V44-0006,TST-V44-030,Test réseau et code config.
REQ-00539,N1,FRONTEND,UC-V44-0007,TST-V44-031,Tests E2E parité CLI/API/UI.
REQ-00540,N1,AGENT,UC-V44-0008,TST-V44-032,Test collecte agent.
REQ-00541,N1,AGENT,UC-V44-0001,TST-V44-033,Test connectivité agent.
REQ-00542,N1,OBSERVABILITY,UC-V44-0002,TST-V44-034,Contrôle rapport SHA256.
REQ-00543,N1,OBSERVABILITY,UC-V44-0003,TST-V44-035,Test endpoint health metrics.
REQ-00544,N1,RESILIENCE,UC-V44-0004,TST-V44-036,Test arrêt nœud backend.
REQ-00545,N1,RESILIENCE,UC-V44-0005,TST-V44-037,Test arrêt nœud web.
REQ-00546,N1,RESILIENCE,UC-V44-0006,TST-V44-038,Test crash agent.
REQ-00547,N1,INSTALLER,UC-V44-0007,TST-V44-039,Test dry-run.
REQ-00548,N1,INSTALLER,UC-V44-0008,TST-V44-040,Contrôle plan.
REQ-00549,N1,INSTALLER,UC-V44-0001,TST-V44-041,Test échec simulé.
REQ-00550,N1,INSTALLER,UC-V44-0002,TST-V44-042,Test double exécution.
REQ-00551,N1,COMPATIBILITY,UC-V44-0003,TST-V44-043,Matrice OS et tests CI.
REQ-00552,N1,COMPATIBILITY,UC-V44-0004,TST-V44-044,Test OS non supporté.
REQ-00553,N1,CI_CD,UC-V44-0005,TST-V44-045,Test CI structure.
REQ-00554,N1,CI_CD,UC-V44-0006,TST-V44-046,Job CI dry-run.
REQ-00555,N1,CI_CD,UC-V44-0007,TST-V44-047,Job CI migration.
REQ-00556,N1,CI_CD,UC-V44-0008,TST-V44-048,Job CI négatif.
REQ-00557,N1,SECURITY,UC-V44-0001,TST-V44-049,Scan logs.
REQ-00558,N1,SECURITY,UC-V44-0002,TST-V44-050,Contrôle permissions.
REQ-00559,N1,OPERATIONS,UC-V44-0003,TST-V44-051,Test post-install.
REQ-00560,N1,OPERATIONS,UC-V44-0004,TST-V44-052,Contrôle documentation générée.
REQ-00561,N1,OPERATIONS,UC-V44-0005,TST-V44-053,Test inventaire installation.
REQ-00562,N1,EDITION,UC-V44-0006,TST-V44-054,Test feature gates.
REQ-00563,N1,EDITION,UC-V44-0007,TST-V44-055,Test upgrade Lite vers Pro vers Entreprise.
REQ-00564,N1,MIGRATION,UC-V44-0008,TST-V44-056,Test migration destructive simulée.
REQ-00565,N1,MIGRATION,UC-V44-0001,TST-V44-057,Test upgrade schéma.
REQ-00566,N1,MIGRATION,UC-V44-0002,TST-V44-058,Test CLI/API migration status.
REQ-00567,N1,VALIDATION,UC-V44-0003,TST-V44-059,Test failover post-install.
REQ-00568,N1,VALIDATION,UC-V44-0004,TST-V44-060,Test erreur critique.
REQ-00569,N1,VALIDATION,UC-V44-0005,TST-V44-061,Contrôle archivage rapport.
REQ-00570,N1,DOCUMENTATION,UC-V44-0006,TST-V44-062,Revue documentaire.
REQ-00571,N1,SYSTEMD,UC-V45-0001,TST-V45-001,Test packaging systemd multi-éditions.
REQ-00572,N1,PACKAGING,UC-V45-0002,TST-V45-002,Test installateur server Pro et Entreprise.
REQ-00573,N1,MIGRATION,UC-V45-0003,TST-V45-003,Test migration verrouillée et idempotente.
REQ-00574,N1,POSTGRESQL,UC-V45-0004,TST-V45-004,Test bootstrap PostgreSQL géré.
REQ-00575,N1,FRONTEND,UC-V45-0005,TST-V45-005,Test configuration frontend.
REQ-00576,N1,AGENT,UC-V45-0006,TST-V45-006,Test agent vers API backend.
REQ-00577,N1,SYSTEMD,UC-V45-0007,TST-V45-007,Validation documentaire automatisée.
REQ-00578,N1,COMPATIBILITY,UC-V45-0008,TST-V45-008,Test upgrade de service.
REQ-00579,N1,OBSERVABILITY,UC-V45-0009,TST-V45-009,Test journald et métriques.
REQ-00580,N1,SECURITY,UC-V45-0010,TST-V45-010,Audit unit systemd.
REQ-00581,N1,DOCUMENTATION,UC-V45-0011,TST-V45-011,Revue documentaire.
REQ-00582,N1,VALIDATION,UC-V45-0012,TST-V45-012,Script de validation.
REQ-00583,N1,AUTH,UC-0029,TST-AUTH-001,Test intégration LDAP/LDAPS avec certificat valide.
REQ-00584,N1,AUTH,UC-0029,TST-AUTH-002,Test intégration IPA/FreeIPA.
REQ-00585,N1,AUTH,UC-0029,TST-AUTH-003,Test installation Lite sans annuaire.
REQ-00586,N1,AUTH,UC-0029,TST-AUTH-004,Revue architecture et tests réseau.
REQ-00587,N1,AUTH,UC-0029,TST-AUTH-005,Tests sécurité logs et configuration.
REQ-00588,N1,AUTH,UC-0029,TST-AUTH-006,Test certificat invalide et certificat valide.
REQ-00589,N1,AUTH,UC-0029,TST-AUTH-007,Exécution du diagnostic installateur.
REQ-00590,N1,AUTH,UC-0029,TST-AUTH-008,Test TTL et invalidation.
REQ-00591,N1,AUTH,UC-0029,TST-AUTH-009,Vérification audit log.
REQ-00592,N1,AUTH,UC-0029,TST-AUTH-010,"Test activation, utilisation, désactivation."
REQ-00593,N1,RBAC,UC-0029,TST-AUTH-011,Test mapping groupe vers rôle.
REQ-00594,N1,RBAC,UC-0029,TST-AUTH-012,Tests RBAC multi-scopes.
REQ-00595,N1,RBAC,UC-0029,TST-AUTH-013,Test groupe imbriqué.
REQ-00596,N1,RBAC,UC-0029,TST-AUTH-014,Test conflit allow deny.
REQ-00597,N1,RBAC,UC-0029,TST-AUTH-015,Test modification mapping.
REQ-00598,N1,RBAC,UC-0029,TST-AUTH-016,Tests UI permissions.
REQ-00599,N1,RBAC,UC-0029,TST-AUTH-017,Tests CLI RBAC.
REQ-00600,N1,RBAC,UC-0029,TST-AUTH-018,Suite de tests RBAC.
REQ-00601,N1,SYSTEM,UC-0028,TST-SYS-005,Test installation root et getent passwd.
REQ-00602,N1,SYSTEM,UC-0028,TST-SYS-006,Test getent group.
REQ-00603,N1,SYSTEM,UC-0028,TST-SYS-007,Test installateur sans root et avec root.
REQ-00604,N1,SYSTEM,UC-0028,TST-SYS-008,Contrôle shell et test login.
REQ-00605,N1,SYSTEM,UC-0028,TST-SYS-009,Contrôle passwd.
REQ-00606,N1,SYSTEM,UC-0028,TST-SYS-010,Contrôle systemd et processus.
REQ-00607,N1,SYSTEM,UC-0028,TST-SYS-011,Tests CLI par édition.
REQ-00608,N1,SYSTEM,UC-0028,TST-SYS-012,Audit sudo -l et tests sécurité.
REQ-00609,N1,SYSTEM,UC-0028,TST-SYS-013,Analyse sudoers et tests exploitation.
REQ-00610,N1,SYSTEM,UC-0028,TST-SYS-014,Stat fichier et visudo -c.
REQ-00611,N1,SYSTEM,UC-0028,TST-SYS-001,Test permissions faibles.
REQ-00612,N1,SYSTEM,UC-0028,TST-SYS-002,Double exécution installateur.
REQ-00613,N1,LVM,UC-0030,TST-LVM-003,Test LVM installateur.
REQ-00614,N1,LVM,UC-0030,TST-LVM-004,Contrôle configuration par défaut.
REQ-00615,N1,LVM,UC-0030,TST-LVM-005,Contrôle lvs.
REQ-00616,N1,LVM,UC-0030,TST-LVM-006,Contrôle findmnt.
REQ-00617,N1,LVM,UC-0030,TST-LVM-007,Contrôle lvs --units.
REQ-00618,N1,LVM,UC-0030,TST-LVM-008,Contrôle findmnt et configuration.
REQ-00619,N1,LVM,UC-0030,TST-LVM-009,Test fstab et backup.
REQ-00620,N1,LVM,UC-0030,TST-LVM-010,Test LV existant non conforme.
REQ-00621,N1,LVM,UC-0030,TST-LVM-011,Stat mountpoint.
REQ-00622,N1,LVM,UC-0030,TST-LVM-012,Stat permissions.
REQ-00623,N1,LVM,UC-0030,TST-LVM-013,Test VG insuffisant.
REQ-00624,N1,LVM,UC-0030,TST-LVM-014,Test extension non destructive.
REQ-00625,N1,INSTALL,UC-0028,TST-SYS-001,Audit ordre installateur.
REQ-00626,N1,INSTALL,UC-0028,TST-SYS-002,Audit ordre installateur.
REQ-00627,N1,INSTALL,UC-0028,TST-SYS-003,Test assistant installation.
REQ-00628,N1,INSTALL,UC-0028,TST-SYS-004,Exécution dry-run.
REQ-00629,N1,INSTALL,UC-0028,TST-SYS-005,Test dry-run.
REQ-00630,N1,INSTALL,UC-0028,TST-SYS-006,Vérification journal installation.
REQ-00631,N1,INSTALL,UC-0028,TST-SYS-007,Tests d erreurs injectées.
REQ-00632,N1,INSTALL,UC-0028,TST-SYS-008,Audit ordre installation.
REQ-00633,N1,SECURITY,UC-0028,TST-SYS-009,Scan secrets et revue configuration.
REQ-00634,N1,SECURITY,UC-0028,TST-SYS-010,Test logs installation.
REQ-00635,N1,SECURITY,UC-0028,TST-SYS-011,Test upgrade.
REQ-00636,N1,SECURITY,UC-0028,TST-SYS-012,Test environnement enforcing.
REQ-00637,N1,OPS,UC-0028,TST-SYS-013,Vérification métriques et health checks.
REQ-00638,N1,OPS,UC-0028,TST-SYS-014,Test seuil disque.
REQ-00639,N1,OPS,UC-0028,TST-SYS-001,Test panne annuaire.
REQ-00640,N1,OPS,UC-0028,TST-SYS-002,Revue runbook et test rotation.
REQ-00641,N1,OPS,UC-0028,TST-SYS-003,Revue runbook et test extension.
REQ-00642,N1,QA,UC-0028,TST-SYS-004,Exécution validate_auth_lvm.py.
REQ-00643,N1,OPS,UC-0031,TST-STOR-001,Test installateur et contrôle mountpoints.
REQ-00644,N1,OPS,UC-0031,TST-STOR-002,Contrôle permissions post-installation.
REQ-00645,N1,DATA,UC-0031,TST-STOR-003,Test installateur backend.
REQ-00646,N1,DATA,UC-0031,TST-STOR-004,Contrôle fichier de réponses et LVM.
REQ-00647,N1,DATA,UC-0031,TST-STOR-005,Contrôle LVM.
REQ-00648,N1,DATA,UC-0031,TST-STOR-006,Test création LV.
REQ-00649,N1,SEC,UC-0031,TST-STOR-007,Test ownership.
REQ-00650,N1,SEC,UC-0031,TST-STOR-008,Revue config installateur.
REQ-00651,N1,SEC,UC-0031,TST-STOR-009,Test permissions négatif.
REQ-00652,N1,OPS,UC-0031,TST-STOR-010,Test readlink.
REQ-00653,N1,OPS,UC-0031,TST-STOR-011,Contrôle chown -h si supporté.
REQ-00654,N1,OPS,UC-0031,TST-STOR-012,Test ordre installation.
REQ-00655,N1,OPS,UC-0031,TST-STOR-013,Test prérequis.
REQ-00656,N1,DATA,UC-0031,TST-STOR-014,Test cluster bootstrap.
REQ-00657,N1,DATA,UC-0031,TST-STOR-015,Test transactionnel et inspection config.
REQ-00658,N1,DATA,UC-0031,TST-STOR-016,Test topologie.
REQ-00659,N1,DATA,UC-0031,TST-STOR-017,Test configuration.
REQ-00660,N1,DATA,UC-0031,TST-STOR-018,Revue architecture multisite.
REQ-00661,N1,OPS,UC-0031,TST-STOR-019,Test métriques Prometheus.
REQ-00662,N1,OPS,UC-0031,TST-STOR-020,Test failover.
REQ-00663,N1,OPS,UC-0031,TST-STOR-021,Test rejoin.
REQ-00664,N1,OPS,UC-0031,TST-STOR-022,Test unit systemd et installateur.
REQ-00665,N1,OPS,UC-0031,TST-STOR-023,Test packaging frontend.
REQ-00666,N1,OPS,UC-0031,TST-STOR-024,Test agent.
REQ-00667,N1,RI,UC-0032,TST-REPL-001,Test fonctionnel UI/API.
REQ-00668,N1,SEC,UC-0032,TST-REPL-002,Test autorisation.
REQ-00669,N1,REPORT,UC-0032,TST-REPL-003,Test reporting.
REQ-00670,N1,DISC,UC-0032,TST-REPL-004,Test discovery centralisée.
REQ-00671,N1,RI,UC-0032,TST-REPL-005,Test agents régionaux.
REQ-00672,N1,DISC,UC-0032,TST-REPL-006,Test cluster agent.
REQ-00673,N1,DISC,UC-0032,TST-REPL-007,Test orchestrateur.
REQ-00674,N1,OPS,UC-0032,TST-REPL-008,Test dashboard/API.
REQ-00675,N1,DATA,UC-0032,TST-REPL-009,Revue dictionnaire et migrations.
REQ-00676,N1,OPS,UC-0032,TST-REPL-010,Test backup.
REQ-00677,N1,OPS,UC-0032,TST-REPL-011,Revue runbook.
REQ-00678,N1,OPS,UC-0032,TST-REPL-012,Test supervision.
REQ-00679,N1,OPS,UC-0032,TST-REPL-013,Test rapport.
REQ-00680,N1,SEC,UC-0032,TST-REPL-014,Scan secret.
REQ-00681,N1,OPS,UC-0033,TST-MSITE-001,Test dry-run.
REQ-00682,N1,OPS,UC-0033,TST-MSITE-002,Test rollback.
REQ-00683,N1,DATA,UC-0033,TST-MSITE-003,Test rôles PostgreSQL.
REQ-00684,N1,DATA,UC-0033,TST-MSITE-004,Test inventaire local.
REQ-00685,N1,OPS,UC-0033,TST-MSITE-005,Test HAProxy/PgBouncer.
REQ-00686,N1,OPS,UC-0033,TST-MSITE-006,Test routing.
REQ-00687,N1,DATA,UC-0033,TST-MSITE-007,Test concurrence migrations.
REQ-00688,N1,OPS,UC-0033,TST-MSITE-008,Test intégration.
REQ-00689,N1,SEC,UC-0033,TST-MSITE-009,Test sécurité filesystem.
REQ-00690,N1,QA,UC-0033,TST-MSITE-010,Exécution validate_storage_multisite.py.
REQ-00691,N1,QA,UC-0033,TST-MSITE-011,Pipeline performance.
REQ-00692,N1,QA,UC-0033,TST-MSITE-012,Test chaos.
REQ-00693,N1,QA,UC-0033,TST-MSITE-013,Tests fonctionnels éditions.
REQ-00694,N1,OPS,UC-0033,TST-MSITE-014,Validation documentaire.
REQ-00695,N1,INSTALL,UC-0042,TST-INICFG-001,Validation documentaire et test d’existence par scope.
REQ-00696,N1,INSTALL,UC-0042,TST-INICFG-002,Revue d’installation et test de modification contrôlée.
REQ-00697,N1,INSTALL,UC-0042,TST-INICFG-003,Test négatif avec configuration invalide.
REQ-00698,N1,INSTALL,UC-0042,TST-INICFG-004,Test de validation des combinaisons.
REQ-00699,N1,INSTALL,UC-0042,TST-INICFG-005,Test de validation réseau.
REQ-00700,N1,INSTALL,UC-0042,TST-INICFG-006,Test d’installation compte système.
REQ-00701,N1,INSTALL,UC-0042,TST-INICFG-007,Test LVM applicatif.
REQ-00702,N1,INSTALL,UC-0042,TST-INICFG-008,Test LVM PostgreSQL.
REQ-00703,N1,INSTALL,UC-0042,TST-INICFG-009,Test symlink et ownership.
REQ-00704,N1,INSTALL,UC-0042,TST-INICFG-010,Test de validation par scope.
REQ-00705,N1,INSTALL,UC-0042,TST-INICFG-011,Test de validation migrations.
REQ-00706,N1,INSTALL,UC-0042,TST-INICFG-012,Test de migration backend.
REQ-00707,N1,INSTALL,UC-0042,TST-INICFG-013,Scan secret et validation de schéma.
REQ-00708,N1,INSTALL,UC-0042,TST-INICFG-014,Test permissions fichier.
REQ-00709,N1,INSTALL,UC-0042,TST-INICFG-015,Test de configuration auth.
REQ-00710,N1,INSTALL,UC-0042,TST-INICFG-016,Test négatif édition Lite.
REQ-00711,N1,INSTALL,UC-0042,TST-INICFG-017,Test configuration frontend.
REQ-00712,N1,INSTALL,UC-0042,TST-INICFG-018,Test configuration agent.
REQ-00713,N1,INSTALL,UC-0042,TST-INICFG-019,Test plan/apply cluster.
REQ-00714,N1,INSTALL,UC-0042,TST-INICFG-020,Test de plan sans modification.
REQ-00715,N1,INSTALL,UC-0042,TST-INICFG-021,Test compatibilité schéma.
REQ-00716,N1,INSTALL,UC-0042,TST-INICFG-022,Test clé inconnue.
REQ-00717,N1,INSTALL,UC-0042,TST-INICFG-023,Revue sécurité install.ini.
REQ-00718,N1,INSTALL,UC-0042,TST-INICFG-024,Test génération rapport.
REQ-00719,N1,INSTALL,UC-0042,TST-INICFG-025,Test double exécution.
REQ-00720,N1,INSTALL,UC-0042,TST-INICFG-026,Test surcharge LVM.
REQ-00721,N1,INSTALL,UC-0042,TST-INICFG-027,Test multisite.
REQ-00722,N1,INSTALL,UC-0042,TST-INICFG-028,Test agent multisite.
REQ-00723,N1,INSTALL,UC-0042,TST-INICFG-029,Test négatif.
REQ-00724,N1,INSTALL,UC-0042,TST-INICFG-030,Test matrice systemd.
REQ-00725,N1,INSTALL,UC-0042,TST-INICFG-031,Test logs masqués.
REQ-00726,N1,INSTALL,UC-0042,TST-INICFG-032,Test log_file.
REQ-00727,N1,INSTALL,UC-0042,TST-INICFG-033,Test health checks.
REQ-00728,N1,INSTALL,UC-0042,TST-INICFG-034,Test réplication.
REQ-00729,N1,INSTALL,UC-0042,TST-INICFG-035,Test codes retour.
REQ-00730,N1,INSTALL,UC-0042,TST-INICFG-036,Revue documentation.
REQ-00731,N1,INSTALL,UC-0042,TST-INICFG-037,Script validate_install_ini.py.
REQ-00732,N1,INSTALL,UC-0042,TST-INICFG-038,Comparaison automatisée.
REQ-00733,N1,INSTALL,UC-0042,TST-INICFG-039,Test plan.
REQ-00734,N1,INSTALL,UC-0042,TST-INICFG-040,Revue release.
REQ-00735,N1,INSTALL,UC-0042,TST-INICFG-041,Revue d’architecture.
REQ-00736,N1,INSTALL,UC-0042,TST-INICFG-042,"Test installateur offline, contrôle systemd, contrôle runtime resolver."
REQ-00737,N1,INSTALL,UC-0042,TST-INICFG-042,Test installateur et contrôle de rollback.
REQ-00738,N1,INSTALL,UC-0042,TST-INICFG-043,Test de non-régression installateur.
REQ-00739,N1,AUTH,UC-0042,TST-AUTH-045,Tests de politique auth et validation install.ini.
REQ-00740,N1,AUTH,UC-0042,TST-AUTH-045,"Tests RBAC, audit et authentification externe."
REQ-00741,N1,SECURITY,UC-0042,TST-SEC-044,"Tests install.ini, scan sécurité, revue systemd et runbook."
REQ-00742,N1,SECURITY,UC-0042,TST-SEC-044,Tests négatifs par édition.
REQ-00746,N1,WEB,UC-0042,TST-WEB-049,"Validation frontend, tests serveur web, inspection des assets Bootstrap et test de non-exposition des secrets."
